Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Diabetology International","Diabetology International","","1 / 2010 - 9 / 2018","","","","","http://link.springer.com/journal/13340","Journal"
"Mineralium Deposita","Mineralium Deposita","","1 / 1966 - 53 / 2018","","","","","http://link.springer.com/journal/126","Journal"
"Journal of Management and Governance","Journal of Management and Governance","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/10997","Journal"
"Il Nuovo Cimento (1911-1923)","Il Nuovo Cimento (1911-1923)","","1 / 1911 - 26 / 1923","","","","","http://link.springer.com/journal/40758","Journal"
"PharmacoEconomics - Open","PharmacoEconomics - Open","","1 / 2017 - 2 / 2018","","","","","http://link.springer.com/journal/41669","Journal"
"Chiropractic & Manual Therapies","Chiropractic & Manual Therapies","","13 / 2005 - 26 / 2018","","","","","http://link.springer.com/journal/12998","Journal"
"Esophagus","Esophagus","","1 / 2004 - 15 / 2018","","","","","http://link.springer.com/journal/10388","Journal"
"Journal of Retail & Leisure Property","Journal of Retail & Leisure Property","","1 / 2001 - 9 / 2010","","","","","http://link.springer.com/journal/41494","Journal"
"Mind & Society","Mind & Society","","1 / 2000 - 15 / 2016","","","","","http://link.springer.com/journal/11299","Journal"
"Il Nuovo Cimento (1955-1965)","Il Nuovo Cimento (1955-1965)","","1 / 1955 - 39 / 1965","","","","","http://link.springer.com/journal/40762","Journal"
"Clinical Child and Family Psychology Review","Clinical Child and Family Psychology Review","","1 / 1998 - 21 / 2018","","","","","http://link.springer.com/journal/10567","Journal"
"Geomagnetism and Aeronomy","Geomagnetism and Aeronomy","","46 / 2006 - 58 / 2018","","","","","http://link.springer.com/journal/11478","Journal"
"Human Studies","Human Studies","","1 / 1978 - 41 / 2018","","","","","http://link.springer.com/journal/10746","Journal"
"Acta Geodaetica et Geophysica","Acta Geodaetica et Geophysica","","32 / 1997 - 53 / 2018","","","","","http://link.springer.com/journal/40328","Journal"
"Archives of Osteoporosis","Archives of Osteoporosis","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/11657","Journal"
"International Journal of Educational Technology in Higher Education","International Journal of Educational Technology in Higher Education","","7 / 2010 - 15 / 2018","","","","","http://link.springer.com/journal/41239","Journal"
"Journal of Gender, Culture and Health","Journal of Gender, Culture and Health","","3 / 1998 - 4 / 1999","","","","","http://link.springer.com/journal/10925","Journal"
"EPJ Quantum Technology","EPJ Quantum Technology","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40507","Journal"
"PSN","PSN","","1 / 2003 - 9 / 2011","","","","","http://link.springer.com/journal/11836","Journal"
"Cellular and Molecular Neurobiology","Cellular and Molecular Neurobiology","","1 / 1981 - 38 / 2018","","","","","http://link.springer.com/journal/10571","Journal"
"Applied Research in Quality of Life","Applied Research in Quality of Life","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/11482","Journal"
"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science","PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science","","85 / 2017","","","","","http://link.springer.com/journal/41064","Journal"
"Hydrobiologia","Hydrobiologia","","1 / 1948 - 816 / 2018","","","","","http://link.springer.com/journal/10750","Journal"
"Food Engineering Reviews","Food Engineering Reviews","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/12393","Journal"
"Metallurgical and Materials Transactions A","Metallurgical and Materials Transactions A","","6 / 1975 - 49 / 2018","","","","","http://link.springer.com/journal/11661","Journal"
"International Journal of Advances in Engineering Sciences and Applied Mathematics","International Journal of Advances in Engineering Sciences and Applied Mathematics","","1 / 2009 - 9 / 2017","","","","","http://link.springer.com/journal/12572","Journal"
"Automotive Innovation","Automotive Innovation","","1 / 2018","","","","","http://link.springer.com/journal/42154","Journal"
"The Journal of Supercomputing","The Journal of Supercomputing","","1 / 1988 - 74 / 2018","","","","","http://link.springer.com/journal/11227","Journal"
"Physics and Chemistry of Minerals","Physics and Chemistry of Minerals","","1 / 1977 - 45 / 2018","","","","","http://link.springer.com/journal/269","Journal"
"International Journal of the Classical Tradition","International Journal of the Classical Tradition","","1 / 1995 - 25 / 2018","","","","","http://link.springer.com/journal/12138","Journal"
"Protection and Control of Modern Power Systems","Protection and Control of Modern Power Systems","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41601","Journal"
"Philosophia","Philosophia","","1 / 1971 - 46 / 2018","","","","","http://link.springer.com/journal/11406","Journal"
"Advances in Difference Equations","Advances in Difference Equations","","2004 / 2004 - 2018 / 2018","","","","","http://link.springer.com/journal/13662","Journal"
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine","Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine","","16 / 2008 - 26 / 2018","","","","","http://link.springer.com/journal/13049","Journal"
"Asia Pacific Family Medicine","Asia Pacific Family Medicine","","7 / 2008 - 17 / 2018","","","","","http://link.springer.com/journal/12930","Journal"
"Food Digestion:  Research and Current Opinion","Food Digestion:  Research and Current Opinion","","1 / 2010 - 6 / 2015","","","","","http://link.springer.com/journal/13228","Journal"
"The American Journal of Psychoanalysis","The American Journal of Psychoanalysis","","1 / 1941 - 78 / 2018","","","","","http://link.springer.com/journal/11231","Journal"
"Automotive Agenda","Automotive Agenda","","1 / 2008 - 5 / 2012","","","","","http://link.springer.com/journal/35777","Journal"
"Human Rights Review","Human Rights Review","","1 / 1999 - 19 / 2018","","","","","http://link.springer.com/journal/12142","Journal"
"Hereditary Cancer in Clinical Practice","Hereditary Cancer in Clinical Practice","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/13053","Journal"
"Neural Systems & Circuits","Neural Systems & Circuits","","1 / 2011 - 2 / 2012","","","","","http://link.springer.com/journal/13232","Journal"
"Tijdschrift voor Ouderengeneeskunde","Tijdschrift voor Ouderengeneeskunde","","30 / 2005 - 35 / 2010","","","","","http://link.springer.com/journal/12500","Journal"
"Flavour","Flavour","","1 / 2012 - 6 / 2017","","","","","http://link.springer.com/journal/13411","Journal"
"Russian Electrical Engineering","Russian Electrical Engineering","","78 / 2007 - 89 / 2018","","","","","http://link.springer.com/journal/11979","Journal"
"Journal of Evolutionary Biochemistry and Physiology","Journal of Evolutionary Biochemistry and Physiology","","36 / 2000 - 54 / 2018","","","","","http://link.springer.com/journal/10893","Journal"
"Current Tropical Medicine Reports","Current Tropical Medicine Reports","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40475","Journal"
"Advances in Health Sciences Education","Advances in Health Sciences Education","","1 / 1996 - 23 / 2018","","","","","http://link.springer.com/journal/10459","Journal"
"Russian Meteorology and Hydrology","Russian Meteorology and Hydrology","","32 / 2007 - 43 / 2018","","","","","http://link.springer.com/journal/11983","Journal"
"Dynamics and Control","Dynamics and Control","","1 / 1991 - 11 / 2001","","","","","http://link.springer.com/journal/10638","Journal"
"BMC Urology","BMC Urology","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12894","Journal"
"Journal of Automated Reasoning","Journal of Automated Reasoning","","1 / 1985 - 60 / 2018","","","","","http://link.springer.com/journal/10817","Journal"
"Journal of Parasitic Diseases","Journal of Parasitic Diseases","","33 / 2009 - 42 / 2018","","","","","http://link.springer.com/journal/12639","Journal"
"Sexuality and Disability","Sexuality and Disability","","1 / 1978 - 36 / 2018","","","","","http://link.springer.com/journal/11195","Journal"
"Annals of the Institute of Statistical Mathematics","Annals of the Institute of Statistical Mathematics","","1 / 1949 - 70 / 2018","","","","","http://link.springer.com/journal/10463","Journal"
"Hernia","Hernia","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/10029","Journal"
"Der MKG-Chirurg","Der MKG-Chirurg","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12285","Journal"
"Prävention und Gesundheitsförderung","Prävention und Gesundheitsförderung","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/11553","Journal"
"Journal of Child and Adolescent Group Therapy","Journal of Child and Adolescent Group Therapy","","1 / 1991 - 11 / 2001","","","","","http://link.springer.com/journal/10821","Journal"
"Surgery Today","Surgery Today","","1 / 1971 - 48 / 2018","","","","","http://link.springer.com/journal/595","Journal"
"Journal of the Indian Academy of Wood Science","Journal of the Indian Academy of Wood Science","","7 / 2010 - 14 / 2017","","","","","http://link.springer.com/journal/13196","Journal"
"Foundations of Computational Mathematics","Foundations of Computational Mathematics","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/10208","Journal"
"Human Factors and Mechanical Engineering for Defense and Safety","Human Factors and Mechanical Engineering for Defense and Safety","","1 / 2017 - 2 / 2018","","","","","http://link.springer.com/journal/41314","Journal"
"Precision Agriculture","Precision Agriculture","","1 / 1999 - 19 / 2018","","","","","http://link.springer.com/journal/11119","Journal"
"Journal of Bone and Mineral Metabolism","Journal of Bone and Mineral Metabolism","","6 / 1988 - 36 / 2018","","","","","http://link.springer.com/journal/774","Journal"
"Biologics in Therapy","Biologics in Therapy","","1 / 2011 - 5 / 2015","","","","","http://link.springer.com/journal/13554","Journal"
"Transactions of Tianjin University","Transactions of Tianjin University","","14 / 2008 - 24 / 2018","","","","","http://link.springer.com/journal/12209","Journal"
"Chinese Journal of Mechanical Engineering","Chinese Journal of Mechanical Engineering","","25 / 2012 - 31 / 2018","","","","","http://link.springer.com/journal/10033","Journal"
"European Journal of Psychology of Education","European Journal of Psychology of Education","","1 / 1987 - 33 / 2018","","","","","http://link.springer.com/journal/10212","Journal"
"Journal of Productivity Analysis","Journal of Productivity Analysis","","1 / 1990 - 49 / 2018","","","","","http://link.springer.com/journal/11123","Journal"
"Formal Aspects of Computing","Formal Aspects of Computing","","1 / 1989 - 30 / 2018","","","","","http://link.springer.com/journal/165","Journal"
"Bulletin of Materials Science","Bulletin of Materials Science","","1 / 1979 - 41 / 2018","","","","","http://link.springer.com/journal/12034","Journal"
"Purinergic Signalling","Purinergic Signalling","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/11302","Journal"
"Journal of Plant Growth Regulation","Journal of Plant Growth Regulation","","1 / 1982 - 37 / 2018","","","","","http://link.springer.com/journal/344","Journal"
"Journal of Micro-Bio Robotics","Journal of Micro-Bio Robotics","","4 / 2008 - 13 / 2017","","","","","http://link.springer.com/journal/12213","Journal"
"Italian Economic Journal","Italian Economic Journal","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40797","Journal"
"Journal of Neural Transmission","Journal of Neural Transmission","","1 / 1950 - 125 / 2018","","","","","http://link.springer.com/journal/702","Journal"
"Cambridge Journal of Evidence-Based Policing","Cambridge Journal of Evidence-Based Policing","","1 / 2017","","","","","http://link.springer.com/journal/41887","Journal"
"Spatial Demography","Spatial Demography","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40980","Journal"
"Chemical Papers","Chemical Papers","","60 / 2006 - 72 / 2018","","","","","http://link.springer.com/journal/11696","Journal"
"Maritime Economics & Logistics","Maritime Economics & Logistics","","1 / 1999 - 20 / 2018","","","","","http://link.springer.com/journal/41278","Journal"
"Journal of Youth and Adolescence","Journal of Youth and Adolescence","","1 / 1972 - 47 / 2018","","","","","http://link.springer.com/journal/10964","Journal"
"Current Forestry Reports","Current Forestry Reports","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40725","Journal"
"Historical Archaeology","Historical Archaeology","","1 / 1967 - 52 / 2018","","","","","http://link.springer.com/journal/41636","Journal"
"Integrating Materials and Manufacturing Innovation","Integrating Materials and Manufacturing Innovation","","1 / 2012 - 7 / 2018","","","","","http://link.springer.com/journal/40192","Journal"
"Genetica","Genetica","","1 / 1919 - 146 / 2018","","","","","http://link.springer.com/journal/10709","Journal"
